,gemnr,volgnr,gemnaam,provnr,bjaar,ejaar,adam_code,adam_naam,adam_begin,adam_eind,cbs66,cbs,nidi,wag_code,regio,egg,corop,euclidmidx,euclidmidy,opmerking,cbs66HED,gemnaam_unique,gemnaam_Genlias,adam_sd,adam_sm,adam_sy,adam_ed,adam_em,adam_ey,studsec_1909,train_1909,popul_1909,minecorop,protestant_dummy,Christelijk.Ge_1909,Doopsgezinden_1909,Evangelisch.Lu_1909,Hersteld.Evang,Kerkelijke.gez,NederlandsHer,Nederlands.Isr,Oud.Katholieke,Overige.kerkel,Remonstranten,RoomsKatholie,Waals.Hervormd,Portugees.Isra,Gereformeerde,Geen.kerkelijk,Prot_both,Prot_all,nons,sumrel,sumall,norel,hhi,comp,inchurch,pr1,pr2,pr3,pr4,pr5,pr6,pr7,pr8,pr9,pr10,pr11,pr12,pr13,pr14,pr15,hhi_2
658,1062,1,Escharen,10,1812,1942,10299,Escharen,oudsher,01.07.1942,1057,NA,10121,10143,Oost-Brabant,119,NA,17892,41449,VOLGENS BEEKING,1057,Escharen,Escharen,NA,NA,0,1,7,1942,0,0,1158,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,1158,1158,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
659,1066,1,Gassel,10,1812,1942,10705,Gassel,oudsher,01.08.1942,1059,NA,10015,10145,Oost-Brabant,119,NA,18210,41589,VOLGENS BEEKING,1059,Gassel,Gassel,NA,NA,0,1,8,1942,0,0,625,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,625,625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
660,1068,1,Geffen,10,1812,1942,10370,Geffen,oudsher,01.01.1993,780,780,10064,10130,Oss,111,NA,16077,41634, ,780,Geffen,Geffen,NA,NA,0,1,1,1992,0,0,1520,Noordoost-Noord-Brabant,no,0,0,0,0,0,7,10,0,2,0,1501,0,0,0,0,7,7,0,1520,1520,0,0.975222472,0.024777528,1,0,0,0,0,0,0.004605263,0.006578947,0,0.001315789,0,0.9875,0,0,0,0,0.975222
661,1077,1,Grave,10,1812,1942,10165,Grave,oudsher,heden,786,786,10071,10009,Oost-Brabant,119,NA,17777,41921, ,786,Grave,Grave,NA,NA,0,NA,NA,2007,45,0,2543,Noordoost-Noord-Brabant,no,4,0,5,2,5,96,4,0,0,1,2393,1,20,2,10,98,115,10,2533,2543,0.393236335,0.893964688,0.106035312,0.996067637,0.001579155,0,0.001973944,0.000789578,0.001973944,0.037899724,0.001579155,0,0,0.000394789,0.94472957,0.000394789,0.007895776,0.000789578,0.003947888,0.894027
662,1079,1,Haaren,10,1812,1942,11155,Haaren,oudsher,heden,788,788,10075,10117,Den Bosch,110,34,14395,40026, ,788,Haaren,Haaren,NA,NA,0,NA,NA,2007,0,0,1796,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,1796,0,0,0,0,0,0,0,1796,1796,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
663,1081,1,Haps,10,1812,1942,11283,Haps,oudsher,01.01.1994,790,790,10077,10086,Oost-Brabant,119,NA,18788,41167, ,790,Haps,Haps,NA,NA,0,1,1,1993,0,1,1066,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,1066,0,0,0,0,0,0,0,1066,1066,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
664,1082,1,Hedikhuizen,10,1812,1935,11130,Hedikhuizen,oudsher,01.05.1935,1071,NA,10192,10166,Heusden-Waalwijk,110,NA,14174,41511, ,1071,Hedikhuizen,Hedikhuizen,NA,NA,0,1,5,1935,0,0,1210,Noordoost-Noord-Brabant,no,0,0,0,0,0,33,0,0,0,1,1176,0,0,0,0,33,34,0,1210,1210,0,0.945335701,0.054664299,1,0,0,0,0,0,0.027272727,0,0,0,0.000826446,0.971900826,0,0,0,0,0.945336
665,1083,1,Heesch,10,1812,1942,10149,Heesch,oudsher,28.01.1995,791,791,10078,10137,Oss,111,NA,16371,41392, ,791,Heesch,Heesch,NA,NA,0,28,1,1995,0,0,2370,Noordoost-Noord-Brabant,no,0,0,0,0,0,18,0,0,0,0,2351,0,0,0,1,18,18,1,2369,2370,0.042194093,0.984919178,0.015080822,0.999578059,0,0,0,0,0,0.007598143,0,0,0,0,0.992401857,0,0,0,0.000422119,0.984919
666,1084,1,Heeswijk,10,1812,1942,11229,Heeswijk,oudsher,01.01.1969,1072,792,10079,10139,Oss,112,NA,16028,40956,VOLGENS BEEKING,1072,Heeswijk,Heeswijk,NA,NA,0,1,1,1968,0,0,1161,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,1161,0,0,0,0,0,0,0,1161,1161,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
667,1085,1,Heeswijk-Dinther,10,-1,-1,10690,Heeswijk-Dinther,01.01.1969,01.01.1994,792,792,10081,10139,Oss,112,NA,16028,40956,VOLGENS BEEKING KOMT ALS ZELFSTANDIGE GEMEENTE VOOR,792,Heeswijk-Dinther,Heeswijk-Dinther,1,1,1969,1,1,1993,NA,NA,NA,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,1088,1,Helvoirt,10,1812,1942,10389,Helvoirt,oudsher,01.01.1996,795,795,10086,10116,Den Bosch,110,NA,14215,40665, ,795,Helvoirt,Helvoirt,NA,NA,0,1,1,1995,0,1,1623,Noordoost-Noord-Brabant,no,4,2,0,0,0,79,0,0,0,0,1537,0,0,1,0,80,86,0,1623,1623,0,0.899208429,0.100791571,1,0.002464572,0.001232286,0,0,0,0.048675293,0,0,0,0,0.947011707,0,0,0.000616143,0,0.899208
669,1089,1,Herpen,10,1812,1941,11262,Herpen,oudsher,01.04.1941,1079,NA,10149,10134,Oss,111,NA,17151,41999,VOLGENS BEEKING,1079,Herpen,Herpen,NA,NA,0,1,4,1941,0,0,1690,Noordoost-Noord-Brabant,no,0,0,1,0,0,0,0,0,0,0,1689,0,0,0,0,0,1,0,1690,1690,0,0.998817268,0.001182732,1,0,0,0.000591716,0,0,0,0,0,0,0,0.999408284,0,0,0,0,0.998817
670,1090,1,Herpt en Bern,10,1812,1935,10845,Herpt,oudsher,01.05.1935,1080,NA,10094,10167,Heusden-Waalwijk,110,NA,13961,41585,VOLGENS BEEKING KOMT ALS ZELFSTANDIGE GEMEENTE VOOR /BEVAT OOK BERN,1080,Herpt en Bern,Herpt en Bern,NA,NA,0,1,5,1935,0,0,508,Noordoost-Noord-Brabant,no,0,0,0,0,0,40,0,0,0,0,464,0,0,4,0,44,44,0,508,508,0,0.840535681,0.159464319,1,0,0,0,0,0,0.078740157,0,0,0,0,0.913385827,0,0,0.007874016,0,0.840536
671,1091,1,Hertogenbosch 's-,10,1812,1942,10054,s-Hertogenbosch,oudsher,heden,796,796,10090,10120,Den Bosch,109,NA,14891,41199, ,796,Hertogenbosch 's-,Hertogenbosch 's-,NA,NA,0,NA,NA,2007,734,1,34928,Noordoost-Noord-Brabant,no,89,27,85,10,0,2085,439,0,7,20,31407,21,1,522,215,2607,2838,215,34713,34928,0.615551993,0.822601843,0.177398157,0.99384448,0.002563881,0.000777807,0.00244865,0.000288077,0,0.060063953,0.012646559,0,0.000201654,0.000576153,0.904761905,0.000604961,2.88E-05,0.015037594,0.006193645,0.822602
672,1092,1,Heusden,10,1812,1942,10307,Heusden,oudsher,heden,797,797,10093,10114,Heusden-Waalwijk,110,34,13838,41615, ,797,Heusden,Heusden,NA,NA,0,NA,NA,2007,0,1,1852,Noordoost-Noord-Brabant,no,11,1,4,0,0,765,11,0,13,1,1003,0,7,26,10,791,808,10,1842,1852,0.539956803,0.469306188,0.530693812,0.994600432,0.00597177,0.000542888,0.002171553,0,0,0.415309446,0.00597177,0,0.007057546,0.000542888,0.54451683,0,0.003800217,0.014115092,0.005428882,0.469321
673,1100,1,Huisseling en Neerloon,10,1812,1923,10049,Huisseling en Neerloon,oudsher,01.05.1923,1088,NA,10146,10168,Oss,111,NA,17318,42205,VOLGENS BEEKING,1088,Huisseling en Neerloon,Huisseling en Neerloon,NA,NA,0,1,5,1923,0,0,608,Noordoost-Noord-Brabant,no,0,0,0,0,0,7,0,0,0,0,601,0,0,0,0,7,7,0,608,608,0,0.97723879,0.02276121,1,0,0,0,0,0,0.011513158,0,0,0,0,0.988486842,0,0,0,0,0.977239
674,1104,1,Landerd,10,-1,-1,10276,Landerd,01.01.1994,heden,1685,NA,0,NA,Oss,NA,NA,17123,41626, ,1685,Landerd,Landerd,1,1,1994,NA,NA,2007,NA,NA,NA,Noordoost-Noord-Brabant,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,1106,1,Liempde,10,1812,1942,10390,Liempde,oudsher,01.01.1996,806,806,10104,10092,Den Bosch,110,NA,15313,39829,VOLGENS BEEKING KOMT ALS ZELFSTANDIGE GEMEENTE VOOR,806,Liempde,Liempde,NA,NA,0,1,1,1995,0,1,1471,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,1471,0,0,0,0,0,0,0,1471,1471,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
676,1109,1,Linden,10,1812,1942,11305,Linden,oudsher,01.08.1942,1103,NA,10036,10150,Oost-Brabant,119,NA,18566,41781,VOLGEN BEEKING,1103,Linden,Linden,NA,NA,0,1,8,1942,0,0,497,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,497,497,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
677,1110,1,Lith,10,1812,1942,11219,Lith,oudsher,heden,808,808,10106,10129,Oss,111,NA,15742,42260, ,808,Lith,Lith,NA,NA,0,NA,NA,2007,0,0,1352,Noordoost-Noord-Brabant,no,0,0,0,0,0,48,9,0,0,0,1292,0,0,3,0,51,51,0,1352,1352,0,0.914521769,0.085478231,1,0,0,0,0,0,0.035502959,0.006656805,0,0,0,0.955621302,0,0,0.002218935,0,0.914522
678,1111,1,Lithoijen,10,1812,1938,10024,Lithoijen,oudsher,01.01.1939,1104,NA,10107,10170,Oss,111,NA,15967,42185,VOLGENS BEEKING,1104,Lithoijen,Lithoijen,NA,NA,0,1,1,1938,0,0,594,Noordoost-Noord-Brabant,no,0,0,0,0,0,23,0,0,0,0,571,0,0,0,0,23,23,0,594,594,0,0.925557483,0.074442517,1,0,0,0,0,0,0.038720539,0,0,0,0,0.961279461,0,0,0,0,0.925557
679,1115,1,Maasdonk,10,-1,-1,10370,Maasdonk,01.01.1993,heden,1671,NA,0,NA,Oss,NA,NA,16077,41634, ,1671,Maasdonk,Maasdonk,1,1,1993,NA,NA,2007,NA,NA,NA,Noordoost-Noord-Brabant,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,1116,1,Maashees en Overloon,10,1812,1942,10532,Maashees en Overloon,oudsher,01.05.1942,1109,NA,10189,10083,Oost-Brabant,119,NA,19416,39858,VOLGENS BEEKING,1109,Maashees en Overloon,Maashees en Overloon,NA,NA,0,1,5,1942,0,0,1336,Noordoost-Noord-Brabant,no,0,0,0,0,0,15,0,0,0,0,1321,0,0,0,0,15,15,0,1336,1336,0,0.977797026,0.022202974,1,0,0,0,0,0,0.011227545,0,0,0,0,0.988772455,0,0,0,0,0.977797
681,1120,1,"Megen, Haren en Macharen",10,1812,1942,10988,"Megen, Haren en Macharen",2-2-1821,01.01.1994,813,813,10118,10132,Oss,111,NA,16659,42433, ,813,"Megen, Haren en Macharen","Megen, Haren en Macharen",2,2,1821,1,1,1993,0,0,1705,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,1705,0,0,0,0,0,0,0,1705,1705,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
682,1122,1,Mill en Sint Hubert,10,1812,1942,10535,Mill en Sint Hubert,oudsher,heden,815,815,10120,10144,Oost-Brabant,119,NA,18256,41000, ,815,Mill en Sint Hubert,Mill en Sint Hubert,NA,NA,0,NA,NA,2007,30,0,2898,Noordoost-Noord-Brabant,no,0,0,1,0,0,3,0,0,0,1,2892,0,0,1,0,4,6,0,2898,2898,0,0.995864929,0.004135071,1,0,0,0.000345066,0,0,0.001035197,0,0,0,0.000345066,0.997929607,0,0,0.000345066,0,0.995865
683,1124,1,Nieuwkuijk,10,1812,1935,11278,Nieuwkuyk,oudsher,01.05.1935,1123,NA,10193,10172,Rond Oss,110,NA,14044,41192, ,1123,Nieuwkuijk,Nieuwkuijk,NA,NA,0,1,5,1935,0,0,1435,Noordoost-Noord-Brabant,no,0,0,0,0,0,3,0,0,0,0,1432,0,0,0,0,3,3,0,1435,1435,0,0.995827556,0.004172444,1,0,0,0,0,0,0.002090592,0,0,0,0,0.997909408,0,0,0,0,0.995828
684,1127,1,Nistelrode,10,1812,1942,10094,Nistelrode,oudsher,01.01.1994,819,819,10126,10138,Oss,112,NA,16658,41102, ,819,Nistelrode,Nistelrode,NA,NA,0,1,1,1993,0,0,2167,Noordoost-Noord-Brabant,no,0,0,1,0,0,4,0,0,0,0,2162,0,0,0,0,4,5,0,2167,2167,0,0.995394269,0.004605731,1,0,0,0.000461467,0,0,0.00184587,0,0,0,0,0.997692663,0,0,0,0,0.995394
685,1129,1,Nuland,10,1812,1942,10118,Nuland,oudsher,01.01.1993,821,821,10128,10127,Oss,111,NA,15834,41587, ,821,Nuland,Nuland,NA,NA,0,1,1,1992,0,0,1188,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,1188,0,0,0,0,0,0,0,1188,1188,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
686,1130,1,Oeffelt,10,1812,1942,10360,Oeffelt,oudsher,01.01.1994,822,822,10129,10085,Oost-Brabant,119,NA,19232,41253,EFFECTIEF BESTUUR PAS IN JUNI 1815 NA VERTREK VAN DE PRUISEN (WAS EEN KLEEFSE ENCLAVE),822,Oeffelt,Oeffelt,NA,NA,0,1,1,1993,0,1,1197,Noordoost-Noord-Brabant,no,0,0,0,0,0,8,0,0,0,0,1188,0,0,0,1,8,8,1,1196,1197,0.083542189,0.986711558,0.013288442,0.999164578,0,0,0,0,0,0.006688963,0,0,0,0,0.993311037,0,0,0,0.00083612,0.986712
687,1132,1,Oijen en Teeffelen,10,1812,1938,10869,Oijen en Teeffelen,oudsher,01.01.1939,1150,NA,10108,10174,Oss,111,NA,16243,42379,29-3-1814 Dieden en Oyen definitief bii NBr en kennelijk meteen bij Teefelen,1150,Oijen en Teeffelen,Oijen en Teeffelen,NA,NA,0,1,1,1938,0,0,795,Noordoost-Noord-Brabant,no,0,0,0,0,0,41,0,0,0,0,754,0,0,0,0,41,41,0,795,795,0,0.902174756,0.097825244,1,0,0,0,0,0,0.051572327,0,0,0,0,0.948427673,0,0,0,0,0.902175
688,1137,1,"Oploo, Sint Anthonis en Ledeacker",10,1812,1942,10110,Oploo,oudsher,1-1-1821,827,827,10136,10079,Oost-Brabant,119,NA,18738,40227,VOOR 1811 GESCHEIDEN NA 1811 OOK OPLOO C.A.,827,"Oploo, Sint Anthonis en Ledeacker","Oploo, Sint Anthonis en Ledeacker",NA,NA,0,1,1,1820,NA,NA,1769,Noordoost-Noord-Brabant,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,1138,1,Oss,10,1812,1942,10834,Oss,oudsher,heden,828,828,10137,10131,Oss,111,NA,16316,41945, ,828,Oss,Oss,NA,NA,0,NA,NA,2007,60,1,8429,Noordoost-Noord-Brabant,no,1,3,13,1,0,136,169,0,16,0,8079,2,0,7,2,143,161,2,8427,8429,0.023727607,0.919783203,0.080216797,0.999762724,0.000118666,0.000355999,0.00154266,0.000118666,0,0.016138602,0.020054586,0,0.001898659,0,0.958704165,0.000237332,0,0.000830663,0.000237332,0.919783
690,1142,1,Oudheusden,10,1812,1935,10812,Oudheusden,oudsher,01.05.1935,1145,NA,10045,10175,Heusden-Waalwijk,110,NA,13703,41427,"OUDHEUSDEN C.A. OUDHEUSDEN, ELSHOUT EN HULTEN /1935 ELSHOUT NAAR DRUNEN REST NAAR HEUSDEN",1145,Oudheusden,Oudheusden,NA,NA,0,1,5,1935,0,0,931,Noordoost-Noord-Brabant,no,0,0,0,0,0,55,0,0,0,0,876,0,0,0,0,55,55,0,931,931,0,0.888827485,0.111172515,1,0,0,0,0,0,0.059076262,0,0,0,0,0.940923738,0,0,0,0,0.888827
691,1147,1,Ravenstein,10,1923,1942,10805,Ravenstein,oudsher,01.01.2003,835,835,10147,10133,Oss,111,NA,17288,42338,Bestond al voor 1923 van NIDI. 1-5-1923 EN 1-4-1941 FUSIES en volgens NIDI 1-5-1923 oprichtingsdatum,835,Ravenstein,Ravenstein,NA,NA,0,1,1,2002,60,1,909,Noordoost-Noord-Brabant,no,3,1,5,0,0,43,0,0,0,0,856,0,0,1,0,44,53,0,909,909,0,0.889069215,0.110930785,1,0.00330033,0.00110011,0.00550055,0,0,0.04730473,0,0,0,0,0.941694169,0,0,0.00110011,0,0.889069
692,1148,1,Reek,10,1812,1942,10671,Reek,oudsher,01.07.1942,1158,NA,10158,10136,Rond Oss,111,NA,17571,41748,VOLGENS BEEKING,1158,Reek,Reek,NA,NA,0,1,7,1942,0,0,886,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,886,0,0,0,0,0,0,0,886,886,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
693,1154,1,Rosmalen,10,1812,1942,10970,Rosmalen,oudsher,01.01.1996,839,839,10154,10122,Den Bosch,110,NA,15406,41561, ,839,Rosmalen,Rosmalen,NA,NA,0,1,1,1995,0,0,3801,Noordoost-Noord-Brabant,no,7,3,9,2,0,177,6,0,1,3,3586,2,0,3,2,180,204,2,3799,3801,0.052617732,0.893193516,0.106806484,0.999473823,0.00184259,0.000789681,0.002369044,0.000526454,0,0.046591208,0.001579363,0,0.000263227,0.000789681,0.943932614,0.000526454,0,0.000789681,0.000526454,0.893194
694,1156,1,Sambeek,10,1812,1942,10339,Sambeek,oudsher,01.05.1942,1167,NA,10135,10081,Oost-Brabant,119,NA,19150,40225,VOLGENS BEEKING,1167,Sambeek,Sambeek,NA,NA,0,1,5,1942,0,0,1514,Noordoost-Noord-Brabant,no,0,0,0,0,0,20,0,0,0,0,1494,0,0,0,0,20,20,0,1514,1514,0,0.973928931,0.026071069,1,0,0,0,0,0,0.01321004,0,0,0,0,0.98678996,0,0,0,0,0.973929
695,1157,1,Schaijk,10,1812,1942,10276,Schaijk,oudsher,01.01.1994,843,843,10157,10135,Rond Oss,111,NA,17123,41626, ,843,Schaijk,Schaijk,NA,NA,0,1,1,1993,0,0,1660,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,1660,0,0,0,0,0,0,0,1660,1660,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
696,1158,1,Schijndel,10,1812,1942,11178,Schijndel,oudsher,heden,844,844,10160,10125,Den Bosch,112,NA,15812,40401, ,844,Schijndel,Schijndel,NA,NA,0,NA,NA,2007,0,1,5983,Noordoost-Noord-Brabant,no,0,0,0,0,0,29,0,0,0,1,5953,0,0,0,0,29,30,0,5983,5983,0,0.99002025,0.00997975,1,0,0,0,0,0,0.004847067,0,0,0,0.00016714,0.994985793,0,0,0,0,0.99002
697,1159,1,Sint Anthonis,10,-1,-1,11415,Sint Anthonis,04.07.1995,heden,1702,NA,0,NA,Oost-Brabant,NA,NA,18738,40227, ,1702,Sint Anthonis,Sint Anthonis,4,7,1995,NA,NA,2007,NA,NA,NA,Noordoost-Noord-Brabant,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,1160,1,Sint Michielsgestel,10,1812,1942,10496,Sint-Michielsgestel,oudsher,heden,845,845,10161,10124,Den Bosch,110,NA,15161,40675, ,845,Sint Michielsgestel,Sint Michielsgestel,NA,NA,0,NA,NA,2007,0,0,3907,Noordoost-Noord-Brabant,no,0,0,0,0,0,32,0,0,0,0,3875,0,0,0,0,32,32,0,3907,3907,0,0.983753311,0.016246689,1,0,0,0,0,0,0.008190427,0,0,0,0,0.991809573,0,0,0,0,0.983753
699,1161,1,Sint Oedenrode,10,1812,1924,10399,Sint-Oedenrode,oudsher,heden,846,846,10162,10091,Den Bosch,112,NA,15946,39828, ,846,Sint Oedenrode,Sint Oedenrode,NA,NA,0,NA,NA,2007,0,0,4894,Noordoost-Noord-Brabant,no,1,0,4,0,0,27,20,0,2,0,4840,0,0,0,0,27,32,0,4894,4894,0,0.978101923,0.021898077,1,0.000204332,0,0.000817327,0,0,0.00551696,0.004086637,0,0.000408664,0,0.988966081,0,0,0,0,0.978102
700,1176,1,Uden,10,1812,1942,11141,Uden,oudsher,heden,856,856,10176,10141,Rond Oss,112,NA,17351,40844, ,856,Uden,Uden,NA,NA,0,NA,NA,2007,0,1,5993,Noordoost-Noord-Brabant,no,0,1,0,0,0,7,21,0,0,0,5964,0,0,0,0,7,8,0,5993,5993,0,0.990359129,0.009640871,1,0,0.000166861,0,0,0,0.001168029,0.003504088,0,0,0,0.995161021,0,0,0,0,0.990359
701,1180,1,Veghel,10,1812,1942,10985,Veghel,oudsher,heden,860,860,10182,10148,Rond Oss,112,35,16606,40191, ,860,Veghel,Veghel,NA,NA,0,NA,NA,2007,0,1,6116,Noordoost-Noord-Brabant,no,0,0,4,0,0,70,57,0,0,2,5972,0,0,2,9,72,78,9,6107,6116,0.147155003,0.956496247,0.043503753,0.99852845,0,0,0.000654986,0,0,0.011462256,0.009333552,0,0,0.000327493,0.97789422,0,0,0.000327493,0.001473719,0.956496
702,1183,1,Velp (NB),10,1812,1942,10170,Velp [NB],oudsher,01.07.1942,1208,NA,10072,10008,Oost-Brabant,119,NA,17715,41806,VOLGENS BEEKING,1208,Velp (NB),Velp (NB),NA,NA,0,1,7,1942,0,0,645,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,645,0,0,0,0,0,0,0,645,645,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
703,1185,1,Vierlingsbeek,10,1812,1942,10066,Vierlingsbeek,oudsher,01.01.1998,863,863,10188,10082,Oost-Brabant,119,NA,19259,40139, ,863,Vierlingsbeek,Vierlingsbeek,NA,NA,0,1,1,1997,0,1,1399,Noordoost-Noord-Brabant,no,0,0,0,0,0,24,14,0,0,0,1357,0,0,3,1,27,27,1,1398,1399,0.071479628,0.942604497,0.057395503,0.999285204,0,0,0,0,0,0.017167382,0.010014306,0,0,0,0.970672389,0,0,0.002145923,0.000715308,0.942604
704,1187,1,Vlijmen,10,1812,1942,11293,Vlijmen,1-1-1821,01.01.1997,864,864,10191,10119,Heusden-Waalwijk,110,NA,14306,41234, ,864,Vlijmen,Vlijmen,1,1,1821,1,1,1996,0,1,3641,Noordoost-Noord-Brabant,no,0,0,0,0,0,64,2,0,0,0,3572,0,0,3,0,67,67,0,3641,3641,0,0.962767411,0.037232589,1,0,0,0,0,0,0.017577589,0.0005493,0,0,0,0.981049162,0,0,0.000823949,0,0.962767
705,1189,1,Vught,10,1812,1942,11224,Vught,oudsher,heden,865,865,10195,10118,Oss,109,NA,14699,40680, ,865,Vught,Vught,NA,NA,0,NA,NA,2007,49,1,6703,Noordoost-Noord-Brabant,no,6,5,7,1,0,240,2,0,1,5,6406,4,8,1,17,241,265,17,6686,6703,0.253617783,0.919288759,0.080711241,0.997463822,0.000897398,0.000747831,0.001046964,0.000149566,0,0.035895902,0.000299133,0,0.000149566,0.000747831,0.958121448,0.000598265,0.00119653,0.000149566,0.002542626,0.91929
706,1192,1,Wanroij,10,1812,1942,10265,Wanroij,oudsher,01.01.1994,868,868,10205,10087,Oost-Brabant,119,NA,18373,40599, ,868,Wanroij,Wanroij,NA,NA,0,1,1,1993,0,0,1095,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,1095,0,0,0,0,0,0,0,1095,1095,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
707,1202,1,Zeeland,10,1812,1942,10759,Zeeland,oudsher,01.01.1994,877,877,10222,10142,Rond Oss,112,NA,17531,41118, ,877,Zeeland,Zeeland,NA,NA,0,1,1,1993,0,0,2078,Noordoost-Noord-Brabant,no,0,0,0,0,0,0,0,0,0,0,2078,0,0,0,0,0,0,0,2078,2078,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
708,1212,1,Megen,10,1812,1821,10988,Megen,oudsher,2-2-1821,NA,NA,0,NA,Oss,NA,NA,16659,42433,KB 8-11-1820,813,Megen,Megen,NA,NA,0,2,2,1821,NA,NA,1705,Noordoost-Noord-Brabant,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,1213,1,Haren en Macharen,10,1812,1821,10044,Haren en Macharen,oudsher,2-2-1821,NA,NA,0,NA,Oss,NA,NA,0,0,KB 8-11-1820,813,Haren en Macharen,Haren en Macharen,NA,NA,0,2,2,1821,NA,NA,1705,Noordoost-Noord-Brabant,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,1214,1,Maren,10,1812,1820,10495,Maren,oudsher,1-1-1821,NA,NA,0,NA,Oss,NA,NA,15448,42126,"KB 17-8-1819 VERENIGING VAN DE DRIE GEMEENTEN ALEM, MAREN EN KESSEL",1007,Maren,Maren,NA,NA,0,1,1,1820,NA,NA,1316,Noordoost-Noord-Brabant,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,1215,1,Kessel,10,1812,1820,10625,Kessel [NB],oudsher,1-1-1821,NA,NA,0,NA,Oss,NA,NA,0,0,"KB 17-8-1819 VERENIGING VAN DE DRIE GEMEENTEN ALEM, MAREN EN KESSEL",1007,Kessel,Kessel,NA,NA,0,1,1,1820,NA,NA,1316,Noordoost-Noord-Brabant,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
