,gemnr,volgnr,gemnaam,provnr,bjaar,ejaar,adam_code,adam_naam,adam_begin,adam_eind,cbs66,cbs,nidi,wag_code,regio,egg,corop,euclidmidx,euclidmidy,opmerking,cbs66HED,gemnaam_unique,gemnaam_Genlias,adam_sd,adam_sm,adam_sy,adam_ed,adam_em,adam_ey,studsec_1909,train_1909,popul_1909,minecorop,protestant_dummy,Christelijk.Ge_1909,Doopsgezinden_1909,Evangelisch.Lu_1909,Hersteld.Evang,Kerkelijke.gez,NederlandsHer,Nederlands.Isr,Oud.Katholieke,Overige.kerkel,Remonstranten,RoomsKatholie,Waals.Hervormd,Portugees.Isra,Gereformeerde,Geen.kerkelijk,Prot_both,Prot_all,nons,sumrel,sumall,norel,hhi,comp,inchurch,pr1,pr2,pr3,pr4,pr5,pr6,pr7,pr8,pr9,pr10,pr11,pr12,pr13,pr14,pr15,hhi_2
264,267,1,Herkingen,8,1815,1942,10267,Herkingen,1-4-1817,01.01.1966,1078,532,8053,8172,Goeree-Overflakkee,92,NA,6486,41506, ,1078,Herkingen,Herkingen,1,4,1817,1,1,1965,0,0,786,Groot-Rijnmond,yes,1,0,0,0,0,687,0,0,86,0,2,0,0,8,2,695,696,2,784,786,0.254452926,0.780003774,0.219996226,0.997455471,0.00127551,0,0,0,0,0.87627551,0,0,0.109693878,0,0.00255102,0,0,0.010204082,0.00255102,0.780004
265,269,1,Hillegersberg,8,1812,1941,10227,Hillegersberg,oudsher,01.08.1941,1081,NA,8219,8080,Rotterdam,84,NA,9486,44057, ,1081,Hillegersberg,Hillegersberg,NA,NA,0,1,8,1941,0,0,3296,Groot-Rijnmond,yes,61,5,23,0,1,2470,1,0,19,21,267,2,0,304,122,2774,2885,122,3174,3296,3.701456311,0.622346261,0.377653739,0.962985437,0.019218652,0.001575299,0.007246377,0,0.00031506,0.778197858,0.00031506,0,0.005986137,0.006616257,0.084120983,0.00063012,0,0.095778198,0.038437303,0.622346
266,277,1,Hoogvliet,8,1818,1934,10348,Hoogvliet,1-4-1817,01.05.1934,1085,NA,8216,8183,Rotterdam,91,NA,8361,43153, ,1085,Hoogvliet,Hoogvliet,1,4,1817,1,5,1934,0,0,1053,Groot-Rijnmond,yes,8,0,0,0,0,787,0,0,10,0,22,0,0,226,0,1013,1021,0,1053,1053,0,0.605237692,0.394762308,1,0.007597341,0,0,0,0,0.747388414,0,0,0.009496676,0,0.020892688,0,0,0.214624881,0,0.605238
267,279,1,IJsselmonde,8,1812,1941,11357,IJsselmonde,oudsher,01.08.1941,1230,NA,8220,8092,Rotterdam,84,NA,9675,43355, ,1230,IJsselmonde,IJsselmonde,NA,NA,0,1,8,1941,0,1,4755,Groot-Rijnmond,yes,113,0,6,0,0,3314,4,0,94,16,61,0,0,1001,146,4315,4450,146,4609,4755,3.070452156,0.565376749,0.434623251,0.969295478,0.024517249,0,0.001301801,0,0,0.719027989,0.000867867,0,0.02039488,0.003471469,0.013234975,0,0,0.217183771,0.031677153,0.565377
268,281,1,Katendrecht,8,1818,1873,11401,Katendrecht,1-4-1817,1-1-1874,1093,NA,8212,8216,Rotterdam,84,NA,9204,43433, ,1093,Katendrecht,Katendrecht,1,4,1817,1,1,1873,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,284,1,Kethel en Spaland,8,1812,1941,10551,Kethel en Spaland,oudsher,01.08.1941,1096,NA,8235,8083,Delft-Schiedam,NA,NA,8550,43991, ,1096,Kethel en Spaland,Kethel en Spaland,NA,NA,0,1,8,1941,0,0,1421,Groot-Rijnmond,yes,8,0,14,0,0,693,0,0,0,0,692,0,0,14,0,707,729,0,1421,1421,0,0.475212716,0.524787284,1,0.005629838,0,0.009852217,0,0,0.487684729,0,0,0,0,0.486980999,0,0,0.009852217,0,0.475213
270,285,1,Kijfhoek,8,1818,1857,10319,Kijfhoek,1-4-1817,19-8-1857,1337,NA,8294,8221,Dordrecht,87,NA,10069,42688, ,1337,Kijfhoek,Kijfhoek,1,4,1817,19,8,1857,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,286,1,Klaaswaal,8,1812,1942,10284,Klaaswaal,oudsher,01.01.1984,539,539,8127,8139,Hoekse Waard,90,29,9092,41986, ,539,Klaaswaal,Klaaswaal,NA,NA,0,1,1,1983,0,0,1837,Groot-Rijnmond,yes,12,3,1,0,0,1671,3,0,4,0,14,0,0,115,14,1786,1802,14,1823,1837,0.762112139,0.844286256,0.155713744,0.992378879,0.006582556,0.001645639,0.000548546,0,0,0.916620954,0.001645639,0,0.002194185,0,0.007679649,0,0,0.06308283,0.007679649,0.844286
272,287,1,Kleine Lindt,8,1818,1857,10150,Kleine Lindt,1-4-1817,19-8-1857,1338,NA,8102,8218,Dordrecht,87,NA,9894,42629, ,1338,Kleine Lindt,Kleine Lindt,1,4,1817,19,8,1857,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,290,1,Kralingen,8,1812,1895,11367,Kralingen,oudsher,28-2-1895,1099,NA,8214,8090,Rotterdam,84,NA,9586,43749, ,1099,Kralingen,Kralingen,NA,NA,0,28,2,1895,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,291,1,Krimpen aan de Lek,8,1812,1942,10617,Krimpen aan de Lek,oudsher,01.01.1985,541,541,8129,8076,Krimpenerwaard,75,29,10180,43505, ,541,Krimpen aan de Lek,Krimpen aan de Lek,NA,NA,0,1,1,1984,0,0,2809,Groot-Rijnmond,yes,3,0,2,0,0,2514,0,0,8,4,6,0,0,227,45,2741,2750,45,2764,2809,1.601993592,0.834045491,0.165954509,0.983980064,0.001085384,0,0.000723589,0,0,0.909551375,0,0,0.002894356,0.001447178,0.002170767,0,0,0.082127352,0.016280753,0.834045
275,292,1,Krimpen aan den IJssel,8,1818,1942,10859,Krimpen aan den IJssel,1-4-1817,heden,542,542,8132,8077,Krimpenerwaard,88,NA,10078,43692, ,542,Krimpen aan den IJssel,Krimpen aan den IJssel,1,4,1817,NA,NA,2007,31,0,3390,Groot-Rijnmond,yes,15,2,1,0,0,3115,0,1,2,1,6,1,0,189,57,3304,3323,57,3333,3390,1.681415929,0.876705042,0.123294958,0.983185841,0.00450045,0.00060006,0.00030003,0,0,0.934593459,0,0.00030003,0.00060006,0.00030003,0.00180018,0.00030003,0,0.056705671,0.01710171,0.876705
276,301,1,Lekkerkerk,8,1812,1942,10050,Lekkerkerk,oudsher,01.01.1985,550,550,8144,8075,Krimpenerwaard,75,29,10711,43615, ,550,Lekkerkerk,Lekkerkerk,NA,NA,0,1,1,1984,0,0,3767,Groot-Rijnmond,yes,92,0,1,0,0,3098,4,3,22,7,1,0,1,470,68,3568,3668,68,3699,3767,1.805149987,0.718249988,0.281750012,0.9819485,0.024871587,0,0.000270343,0,0,0.837523655,0.001081373,0.00081103,0.005947553,0.001892403,0.000270343,0,0.000270343,0.127061368,0.018383347,0.71825
277,305,1,Maasdam,8,1812,1942,11019,Maasdam,oudsher,01.01.1984,554,554,8148,8136,Hoekse Waard,90,29,9765,42312, ,554,Maasdam,Maasdam,NA,NA,0,1,1,1983,0,0,1503,Groot-Rijnmond,yes,33,1,0,0,0,1404,0,0,1,1,4,0,0,56,3,1460,1495,3,1500,1503,0.199600798,0.877982222,0.122017778,0.998003992,0.022,0.000666667,0,0,0,0.936,0,0,0.000666667,0.000666667,0.002666667,0,0,0.037333333,0.002,0.877982
278,307,1,Maassluis,8,1812,1942,10880,Maassluis,oudsher,heden,556,556,8150,8006,Westland,85,NA,7650,43788, ,556,Maassluis,Maassluis,NA,NA,0,NA,NA,2007,37,1,9175,Groot-Rijnmond,yes,254,15,33,0,0,4311,28,2,40,16,551,4,4,3762,155,8073,8391,155,9020,9175,1.689373297,0.406948048,0.593051952,0.983106267,0.028159645,0.001662971,0.003658537,0,0,0.477937916,0.003104213,0.000221729,0.00443459,0.001773836,0.061086475,0.000443459,0.000443459,0.417073171,0.017184035,0.406948
279,310,1,Melissant,8,1818,1942,10918,Melissant,1-4-1817,01.01.1966,1113,558,8048,8171,Goeree-Overflakkee,92,18,6444,41806, ,1113,Melissant,Melissant,1,4,1817,1,1,1965,0,0,1584,Groot-Rijnmond,yes,13,1,0,0,0,1222,0,0,204,0,54,0,0,89,1,1311,1325,1,1583,1584,0.063131313,0.616909608,0.383090392,0.999368687,0.008212255,0.000631712,0,0,0,0.77195199,0,0,0.128869236,0,0.034112445,0,0,0.056222363,0.000631712,0.61691
280,312,1,Middelharnis,8,1812,1942,11067,Middelharnis,oudsher,heden,559,559,8152,8175,Goeree-Overflakkee,92,29,7297,41797, ,559,Middelharnis,Middelharnis,NA,NA,0,NA,NA,2007,101,0,4121,Groot-Rijnmond,yes,213,2,0,0,0,3144,47,0,63,4,115,0,0,435,98,3579,3798,98,4023,4121,2.378063577,0.626447208,0.373552792,0.976219364,0.052945563,0.000497141,0,0,0,0.781506339,0.011682824,0,0.015659955,0.000994283,0.028585633,0,0,0.108128262,0.02435993,0.626447
281,313,1,Mijnsheerenland,8,1812,1942,11112,Mijnsheerenland,oudsher,01.01.1984,564,564,8161,8141,Hoekse Waard,90,29,9300,42467, ,564,Mijnsheerenland,Mijnsheerenland,NA,NA,0,1,1,1983,0,0,1437,Groot-Rijnmond,yes,12,0,0,0,0,1194,0,0,0,0,0,0,0,231,0,1425,1437,0,1437,1437,0,0.716301794,0.283698206,1,0.008350731,0,0,0,0,0.830897704,0,0,0,0,0,0,0,0.160751566,0,0.716302
282,314,1,Moerkapelle,8,1818,1942,11383,Moerkapelle,1-4-1817,01.01.1991,560,560,8157,8061,Midden-Holland,83,28,9989,45159, ,560,Moerkapelle,Moerkapelle,1,4,1817,1,1,1990,0,0,620,Groot-Rijnmond,yes,2,0,0,0,0,467,0,0,149,0,0,0,0,0,2,467,469,2,618,620,0.322580645,0.629167059,0.370832941,0.996774194,0.003236246,0,0,0,0,0.75566343,0,0,0.241100324,0,0,0,0,0,0.003236246,0.629167
283,319,1,Naters,8,1818,1855,11384,Naters,1-4-1817,1-9-1855,1346,NA,8935,8192,Hoekse Waard,91,NA,6612,43213,OOK BEKEND ALS NATERS EN PANCRASGORS (NIET OFFICIEEL),1346,Naters,Naters,1,4,1817,1,9,1855,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,321,1,Nieuw-Beijerland,8,1812,1942,10092,Nieuw-Beijerland,oudsher,01.01.1984,566,566,8163,8150,Hoekse Waard,90,29,8452,42462, ,566,Nieuw-Beijerland,Nieuw-Beijerland,NA,NA,0,1,1,1983,0,0,1845,Groot-Rijnmond,yes,28,0,0,0,0,977,0,0,736,0,58,0,0,16,30,993,1021,30,1815,1845,1.62601626,0.455533244,0.544466756,0.983739837,0.015426997,0,0,0,0,0.538292011,0,0,0.405509642,0,0.031955923,0,0,0.008815427,0.016528926,0.455533
285,322,1,Nieuw-Helvoet,8,1812,1942,10264,Nieuw-Helvoet,oudsher,01.01.1960,1118,NA,8110,8161,Hoekse Waard,91,NA,6685,42879, ,1118,Nieuw-Helvoet,Nieuw-Helvoet,NA,NA,0,1,1,1959,0,0,2507,Groot-Rijnmond,yes,12,6,69,11,0,1901,0,0,16,1,83,0,3,299,106,2200,2299,106,2401,2507,4.228161149,0.644499264,0.355500736,0.957718389,0.004997918,0.002498959,0.028738026,0.004581424,0,0.791753436,0,0,0.00666389,0.000416493,0.03456893,0,0.001249479,0.124531445,0.044148272,0.644501
286,324,1,Nieuwe Tonge,8,1812,1942,10502,Nieuwe Tonge,oudsher,01.01.1966,1119,568,8153,8174,Goeree-Overflakkee,92,NA,6947,41454, ,1119,Nieuwe Tonge,Nieuwe Tonge,NA,NA,0,1,1,1965,0,0,1616,Groot-Rijnmond,yes,10,0,1,0,0,1534,0,0,20,0,14,0,0,11,26,1545,1556,26,1590,1616,1.608910891,0.931123769,0.068876231,0.983910891,0.006289308,0,0.000628931,0,0,0.964779874,0,0,0.012578616,0,0.008805031,0,0,0.006918239,0.016352201,0.931124
287,325,1,Nieuwenhoorn,8,1812,1942,10338,Nieuwenhoorn,oudsher,01.01.1960,1121,NA,8111,8160,Hoekse Waard,91,NA,7009,43077, ,1121,Nieuwenhoorn,Nieuwenhoorn,NA,NA,0,1,1,1959,0,0,1775,Groot-Rijnmond,yes,22,0,1,0,1,1454,3,0,4,0,34,0,0,169,87,1623,1647,87,1688,1775,4.901408451,0.752574628,0.247425372,0.950985915,0.013033175,0,0.000592417,0,0.000592417,0.861374408,0.001777251,0,0.002369668,0,0.02014218,0,0,0.100118483,0.051540284,0.752575
288,326,1,Nieuwerkerk aan den IJssel,8,1812,1942,10855,Nieuwerkerk aan den IJssel,oudsher,heden,567,567,8164,8072,Midden-Holland,88,NA,10178,44207, ,567,Nieuwerkerk aan den IJssel,Nieuwerkerk aan den IJssel,NA,NA,0,NA,NA,2007,0,0,2840,Groot-Rijnmond,yes,30,2,6,0,0,2212,0,0,9,0,196,0,0,366,19,2578,2616,19,2821,2840,0.669014085,0.636631176,0.363368824,0.993309859,0.010634527,0.000708968,0.002126905,0,0,0.784119107,0,0,0.003190358,0,0.069478908,0,0,0.129741227,0.0067352,0.636631
289,336,1,Numansdorp,8,1812,1942,11346,Numansdorp,oudsher,01.01.1984,578,578,8176,8138,Hoekse Waard,90,29,9078,41641, ,578,Numansdorp,Numansdorp,NA,NA,0,1,1,1983,0,0,3669,Groot-Rijnmond,yes,10,1,2,0,0,3229,15,0,65,3,16,0,0,284,44,3513,3529,44,3625,3669,1.199236849,0.799955634,0.200044366,0.988007632,0.002758621,0.000275862,0.000551724,0,0,0.890758621,0.004137931,0,0.017931034,0.000827586,0.004413793,0,0,0.078344828,0.012137931,0.799956
290,338,1,Onwaard,8,1818,1857,11217,Onwaard,1-4-1817,19-8-1857,1351,NA,8049,8231,Goeree-Overflakkee,92,NA,6536,42167, ,1351,Onwaard,Onwaard,1,4,1817,19,8,1857,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,339,1,Ooltgensplaat,8,1812,1942,11163,Ooltgensplaat,oudsher,01.01.1966,1133,580,8179,8089,Goeree-Overflakkee,92,29,8109,41090, ,1133,Ooltgensplaat,Ooltgensplaat,NA,NA,0,1,1,1965,0,0,2753,Groot-Rijnmond,yes,1,0,1,0,0,1689,0,0,71,1,530,0,0,416,44,2105,2108,44,2709,2753,1.598256448,0.45126924,0.54873076,0.984017436,0.00036914,0,0.00036914,0,0,0.623477298,0,0,0.026208933,0.00036914,0.195644149,0,0,0.1535622,0.016242156,0.451269
292,342,1,Ouddorp (ZH),8,1812,1942,11126,Ouddorp,oudsher,01.01.1966,1142,NA,8078,8167,Goeree-Overflakkee,92,29,5329,42560, ,1142,Ouddorp (ZH),Ouddorp (ZH),NA,NA,0,1,1,1965,0,0,2936,Groot-Rijnmond,yes,1,72,0,0,0,2730,0,0,0,0,0,1,0,127,5,2857,2930,5,2931,2936,0.170299728,0.870029442,0.129970558,0.998297003,0.00034118,0.024564995,0,0,0,0.931422723,0,0,0,0,0,0.00034118,0,0.043329922,0.001705902,0.870029
293,343,1,Oude en Nieuwe Struiten,8,1815,1855,10347,Oude en Nieuwe Struiten,1-4-1817,1-9-1855,1356,NA,8931,8229,Hoekse Waard,91,NA,6933,42706,OFFICIEEL BEGINT DE GEMEENTE IN 1818 AKTEN VANAF 1815,1356,Oude en Nieuwe Struiten,Oude en Nieuwe Struiten,1,4,1817,1,9,1855,NA,NA,NA,Groot-Rijnmond,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,344,1,Oudenhoorn,8,1812,1942,10380,Oudenhoorn,oudsher,01.01.1980,586,586,8188,8158,Hoekse Waard,91,NA,7223,42672, ,586,Oudenhoorn,Oudenhoorn,NA,NA,0,1,1,1979,0,0,1016,Groot-Rijnmond,yes,0,0,1,0,0,979,0,0,0,0,0,0,0,36,0,1015,1016,0,1016,1016,0,0.929748047,0.070251953,1,0,0,0.000984252,0,0,0.963582677,0,0,0,0,0,0,0,0.035433071,0,0.929748
295,345,1,Ouderkerk aan den IJssel,8,1812,1942,10095,Ouderkerk aan den IJssel,oudsher,01.01.1985,587,587,8189,8073,Krimpenerwaard,75,29,10439,43953, ,587,Ouderkerk aan den IJssel,Ouderkerk aan den IJssel,NA,NA,0,1,1,1984,26,0,3271,Groot-Rijnmond,yes,8,0,0,0,0,3047,6,0,15,3,4,0,0,169,19,3216,3227,19,3252,3271,0.580862122,0.880631316,0.119368684,0.994191379,0.002460025,0,0,0,0,0.93696187,0.001845018,0,0.004612546,0.000922509,0.001230012,0,0,0.05196802,0.005842558,0.880631
296,346,1,Oude-Tonge,8,1812,1942,10714,Oude Tonge,oudsher,01.01.1966,1143,588,8180,8177,Goeree-Overflakkee,92,29,7379,41169, ,1143,Oude-Tonge,Oude-Tonge,NA,NA,0,1,1,1965,0,0,2760,Groot-Rijnmond,yes,14,0,0,0,0,1986,2,0,8,1,725,0,14,8,2,1994,2009,2,2758,2760,0.072463768,0.58767007,0.41232993,0.999275362,0.005076142,0,0,0,0,0.72008702,0.000725163,0,0.002900653,0.000362582,0.262871646,0,0.005076142,0.002900653,0.000725163,0.587696
297,350,1,Oud-Beijerland,8,1812,1942,11301,Oud-Beijerland,oudsher,heden,584,584,8187,8148,Hoekse Waard,90,29,8726,42482, ,584,Oud-Beijerland,Oud-Beijerland,NA,NA,0,NA,NA,2007,81,0,6056,Groot-Rijnmond,yes,280,3,2,0,0,4710,28,0,108,9,333,1,0,490,92,5200,5494,92,5964,6056,1.519154557,0.636111325,0.363888675,0.984808454,0.046948357,0.000503018,0.000335345,0,0,0.789738431,0.004694836,0,0.018108652,0.001509054,0.05583501,0.000167673,0,0.082159624,0.015425889,0.636111
298,351,1,Oud- en Nieuw-Mathenesse,8,1818,1867,11302,Oud- en Nieuw-Mathenesse,1-4-1817,1-1-1868,1139,NA,8231,8201,Delft-Schiedam,84,NA,8785,43728, ,1139,Oud- en Nieuw-Mathenesse,Oud- en Nieuw-Mathenesse,1,4,1817,1,1,1867,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,354,1,Overschie,8,1812,1941,10683,Overschie,oudsher,01.08.1941,1149,NA,8221,8082,Rotterdam,84,NA,8900,43940, ,1149,Overschie,Overschie,NA,NA,0,1,8,1941,0,0,4081,Groot-Rijnmond,yes,54,1,26,1,0,2738,0,0,23,6,767,1,7,399,58,3137,3225,58,4023,4081,1.421220289,0.509640657,0.490359343,0.985787797,0.013422819,0.000248571,0.006462839,0.000248571,0,0.680586627,0,0,0.005717127,0.001491424,0.190653741,0.000248571,0.001739995,0.099179717,0.014417102,0.509644
300,357,1,Pernis,8,1812,1934,11245,Pernis,oudsher,01.05.1934,1152,NA,8217,8186,Rotterdam,91,NA,8553,43299, ,1152,Pernis,Pernis,NA,NA,0,1,5,1934,0,0,3233,Groot-Rijnmond,yes,0,0,1,0,0,2118,1,0,1,0,1,0,0,1110,1,3228,3229,1,3232,3233,0.030931024,0.547398463,0.452601537,0.99969069,0,0,0.000309406,0,0,0.655321782,0.000309406,0,0.000309406,0,0.000309406,0,0,0.343440594,0.000309406,0.547398
301,359,1,Piershil,8,1818,1942,10179,Piershil,1-4-1817,01.01.1984,591,591,8191,8151,Hoekse Waard,90,29,8203,42359, ,591,Piershil,Piershil,1,4,1817,1,1,1983,0,0,837,Groot-Rijnmond,yes,71,1,0,0,0,572,0,0,88,0,0,0,0,50,55,622,694,55,782,837,6.571087216,0.56002708,0.43997292,0.934289128,0.090792839,0.001278772,0,0,0,0.731457801,0,0,0.112531969,0,0,0,0,0.063938619,0.070332481,0.560027
302,361,1,Poortugaal,8,1812,1942,11395,Poortugaal,oudsher,01.01.1985,592,592,8192,8147,Rotterdam,86,NA,8548,43081, ,592,Poortugaal,Poortugaal,NA,NA,0,1,1,1984,0,0,1609,Groot-Rijnmond,yes,10,3,6,1,0,1106,12,2,6,0,275,0,1,172,15,1278,1298,15,1594,1609,0.93225606,0.522967637,0.477032363,0.990677439,0.006273526,0.001882058,0.003764115,0.000627353,0,0.693851945,0.007528231,0.001254705,0.003764115,0,0.172521957,0,0.000627353,0.107904642,0.009410289,0.522968
303,362,1,Puttershoek,8,1812,1942,10222,Puttershoek,oudsher,01.01.1984,593,593,8193,8135,Hoekse Waard,90,30,9840,42383, ,593,Puttershoek,Puttershoek,NA,NA,0,1,1,1983,0,0,1863,Groot-Rijnmond,yes,38,0,1,0,0,1579,6,1,0,1,1,0,0,231,5,1810,1850,5,1858,1863,0.268384326,0.738112674,0.261887326,0.997316157,0.020452099,0,0.000538213,0,0,0.849838536,0.003229279,0.000538213,0,0.000538213,0.000538213,0,0,0.124327234,0.002691066,0.738113
304,364,1,Rhoon,8,1812,1942,10903,Rhoon,oudsher,01.01.1985,596,596,8201,8146,Rotterdam,86,NA,9022,42972, ,596,Rhoon,Rhoon,NA,NA,0,1,1,1984,0,0,1808,Groot-Rijnmond,yes,5,0,1,0,0,1121,0,0,0,0,338,0,0,326,17,1447,1453,17,1791,1808,0.940265487,0.460515556,0.539484444,0.990597345,0.002791736,0,0.000558347,0,0,0.625907314,0,0,0,0,0.188721385,0,0,0.182021217,0.009491904,0.460516
305,365,1,Ridderkerk,8,1812,1942,10646,Ridderkerk,oudsher,heden,597,597,8204,8093,Dordrecht,87,NA,10047,43210, ,597,Ridderkerk,Ridderkerk,NA,NA,0,NA,NA,2007,78,0,9373,Groot-Rijnmond,yes,143,1,6,0,0,6323,9,5,252,1,21,1,0,2413,198,8736,8887,198,9175,9373,2.112450656,0.54510687,0.45489313,0.978875493,0.015585831,0.000108992,0.000653951,0,0,0.689155313,0.000980926,0.000544959,0.02746594,0.000108992,0.002288828,0.000108992,0,0.262997275,0.021580381,0.545107
306,369,1,Rijsoort en Strevelshoek,8,1846,1855,10503,Rijsoort en Strevelshoek,1-1-1846,1-9-1855,1258,NA,8928,8238,Den Haag,87,NA,10023,42889, ,9962,Rijsoort en Strevelshoek,Rijsoort en Strevelshoek,1,1,1846,1,9,1855,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,372,1,Rotterdam,8,1812,1942,10345,Rotterdam,oudsher,heden,599,599,8208,8079,Rotterdamstad,84,NA,9346,43723, ,599,Rotterdam,Rotterdam,NA,NA,0,NA,NA,2007,4209,1,417989,Groot-Rijnmond,yes,5676,1510,9168,222,4,219017,9932,1194,4701,4760,105685,834,179,27473,27634,246490,267830,27634,390355,417989,6.611178763,0.394788205,0.605211795,0.933888212,0.01454061,0.003868274,0.023486314,0.000568713,1.02E-05,0.561071333,0.025443507,0.003058754,0.012042884,0.012194029,0.270740736,0.002136517,0.000458557,0.070379526,0.070791971,0.394788
308,373,1,Roxenisse,8,1818,1857,11054,Roxenisse,1-4-1817,19-8-1857,1363,NA,8050,8230,Goeree-Overflakkee,92,NA,6207,42179, ,1363,Roxenisse,Roxenisse,1,4,1817,19,8,1857,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,374,1,Rozenburg,8,1812,1942,11314,Rozenburg,oudsher,heden,600,600,8224,8091,Hoekse Waard,91,NA,7520,43674, ,600,Rozenburg,Rozenburg,NA,NA,0,NA,NA,2007,0,0,2163,Groot-Rijnmond,yes,94,0,0,0,0,1595,0,0,0,5,10,0,0,446,13,2041,2140,13,2150,2163,0.601017106,0.595327637,0.404672363,0.993989829,0.04372093,0,0,0,0,0.741860465,0,0,0,0.002325581,0.004651163,0,0,0.20744186,0.006046512,0.595328
310,378,1,Schiebroek,8,1818,1941,11306,Schiebroek,1-4-1817,01.08.1941,1170,NA,8222,8081,Rotterdam,84,NA,9179,44190, ,1170,Schiebroek,Schiebroek,1,4,1817,1,8,1941,0,1,655,Groot-Rijnmond,yes,21,0,3,1,0,419,0,0,13,0,189,0,0,7,2,426,451,2,653,655,0.305343511,0.497060334,0.502939666,0.996946565,0.032159265,0,0.004594181,0.001531394,0,0.641653905,0,0,0.019908116,0,0.289433384,0,0,0.010719755,0.003062787,0.49706
311,379,1,Schiedam,8,1812,1942,11260,Schiedam,oudsher,heden,606,606,8230,8084,Delft-Schiedam,85,NA,8594,43640, ,606,Schiedam,Schiedam,NA,NA,0,NA,NA,2007,1075,1,32024,Groot-Rijnmond,yes,401,41,981,18,0,14074,46,103,511,55,11781,14,0,3123,876,17197,18693,876,31148,32024,2.735448414,0.358715267,0.641284733,0.972645516,0.012874021,0.001316296,0.031494799,0.000577886,0,0.451842815,0.00147682,0.003306793,0.016405548,0.001765763,0.378226531,0.000449467,0,0.100263259,0.028123796,0.358715
312,383,1,Schuddebeurs en Simonshaven,8,1818,1855,10626,Schuddebeurs en Simonshaven,1-4-1817,1-9-1855,1371,NA,8926,8228,Hoekse Waard,91,NA,8094,42705,OOK BEKEND ALS SIMONSHAVEN EN SCHUDDEBEURS (NIET OFFICIEEL),1371,Schuddebeurs en Simonshaven,Schuddebeurs en Simonshaven,1,4,1817,1,9,1855,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,387,1,Sommelsdijk,8,1812,1942,11097,Sommelsdijk,oudsher,01.01.1966,1184,611,8155,8173,Goeree-Overflakkee,92,NA,6936,41936, ,1184,Sommelsdijk,Sommelsdijk,NA,NA,0,1,1,1965,0,0,3141,Groot-Rijnmond,yes,64,1,5,0,0,2498,20,0,73,1,94,0,0,310,75,2808,2879,75,3066,3141,2.387774594,0.6760161,0.3239839,0.976122254,0.020874103,0.000326158,0.001630789,0,0,0.814742335,0.006523157,0,0.023809524,0.000326158,0.030658839,0,0,0.101108937,0.02446184,0.676016
